consumption_id,shelter_id,disaster_incident_id,relief_item_id,consumed_quantity,start_date,end_date,duration_days,daily_consumption_rate,peak_consumption_day,peak_consumption_quantity,remain_item,shelter_occupancy,occupancy_rate,disaster_severity,weather_conditions,special_circumstances,waste_rate,satisfaction_score,adequacy_level,restock_frequency,seasonality,children_ratio,elderly_ratio,disabled_ratio,accessibility_score,distribution_efficiency,recorded_by,created_at,updated_at
consumption_008357,SH_012748,incident_000078,relief_item_000499,6,2016-04-01,2016-04-09,8,0.75,6,0,0,15999,0.61,높음,추위,고령자 포함,0.141,5.0,적정,1,봄,0.12,0.09,0.13,4.7,0.95,user_000007,2016-04-09,2016-04-09
consumption_008358,SH_014963,incident_000906,relief_item_000006,2,2021-05-15,2021-06-07,23,0.09,8,0,0,4212,0.71,높음,비,"장애인 포함,고령자 포함,어린이 다수",0.103,3.2,부족,4,봄,0.16,0.15,0.14,3.1,0.7,user_000001,2021-06-07,2021-06-07
consumption_008359,SH_015990,incident_000178,relief_item_000454,5,2022-05-28,2022-06-14,17,0.29,7,0,1,215,0.65,낮음,비,어린이 다수,0.022,2.3,과다,5,봄,0.09,0.28,0.11,4.1,0.99,user_000010,2022-06-14,2022-06-14
consumption_008360,SH_008371,incident_000124,relief_item_000618,9,2020-03-12,2020-03-31,19,0.47,10,0,1,3674,0.8,낮음,일반,"반려동물 포함,어린이 다수",0.095,2.5,과다,3,봄,0.27,0.3,0.12,2.8,0.61,user_000005,2020-03-31,2020-03-31
consumption_008361,SH_002757,incident_000214,relief_item_000739,1,2023-06-21,2023-07-21,30,0.03,21,0,0,6533,0.26,낮음,추위,"어린이 다수,고령자 포함,반려동물 포함",0.08,3.0,과다,2,여름,0.33,0.14,0.01,3.3,0.94,user_000003,2023-07-21,2023-07-21
consumption_008362,SH_020543,,relief_item_000021,5,2019-04-29,2019-05-26,27,0.19,15,0,0,8377,0.65,낮음,일반,"반려동물 포함,고령자 포함,장애인 포함",0.019,2.2,과다,4,봄,0.21,0.1,0.12,3.5,0.79,user_000003,2019-05-26,2019-05-26
consumption_008363,SH_012263,,relief_item_000525,2,2018-03-31,2018-04-21,21,0.1,5,0,0,11469,0.83,중간,비,"장애인 포함,어린이 다수",0.071,3.2,과다,2,봄,0.19,0.19,0.15,3.1,0.83,user_000002,2018-04-21,2018-04-21
consumption_008364,SH_011731,,relief_item_000628,18,2019-10-24,2019-11-02,9,2.0,7,4,1,19,0.19,중간,일반,"장애인 포함,어린이 다수,반려동물 포함",0.092,2.3,충분,0,가을,0.29,0.08,0.07,2.6,0.96,user_000010,2019-11-02,2019-11-02
consumption_008365,SH_015438,,relief_item_000460,6,2020-03-22,2020-03-30,8,0.75,5,0,0,3466,0.96,높음,일반,"반려동물 포함,고령자 포함,어린이 다수",0.044,2.4,부족,5,봄,0.17,0.22,0.12,4.2,0.73,user_000002,2020-03-30,2020-03-30
consumption_008366,SH_011862,incident_000731,relief_item_000758,4,2019-10-18,2019-11-11,24,0.17,20,0,0,3125,0.28,높음,추위,"반려동물 포함,장애인 포함",0.016,3.5,적정,3,가을,0.14,0.21,0.02,2.5,0.94,user_000009,2019-11-11,2019-11-11
consumption_008367,SH_018170,incident_000249,relief_item_000740,12,2018-01-09,2018-02-02,24,0.5,16,0,3,5962,0.25,낮음,비,"반려동물 포함,고령자 포함",0.119,4.0,과다,0,겨울,0.08,0.14,0.14,3.2,0.73,user_000008,2018-02-02,2018-02-02
consumption_008368,SH_015992,,relief_item_000599,4,2020-11-05,2020-11-14,9,0.44,1,0,0,3319,0.86,중간,비,"장애인 포함,어린이 다수",0.068,2.4,적정,3,가을,0.22,0.26,0.08,2.4,0.85,user_000010,2020-11-14,2020-11-14
consumption_008369,SH_011813,incident_000712,relief_item_000424,1,2023-08-19,2023-09-14,26,0.04,6,0,0,3909,0.64,중간,더위,반려동물 포함,0.143,2.1,과다,4,여름,0.4,0.04,0.14,4.4,0.9,user_000008,2023-09-14,2023-09-14
consumption_008370,SH_017981,,relief_item_000968,0,2016-04-20,2016-04-27,7,0.0,2,0,0,104,0.13,중간,눈,"장애인 포함,어린이 다수",0.131,4.5,부족,2,봄,0.19,0.26,0.1,4.2,0.72,user_000003,2016-04-27,2016-04-27
consumption_008371,SH_021103,,relief_item_000531,1,2017-06-16,2017-06-27,11,0.09,10,0,0,1895,0.65,낮음,더위,"고령자 포함,반려동물 포함",0.139,2.7,충분,0,여름,0.39,0.21,0.1,3.5,0.62,user_000005,2017-06-27,2017-06-27
consumption_008372,SH_005777,incident_000291,relief_item_000080,53,2022-12-25,2023-01-24,30,1.77,2,1,8,607,0.6,중간,일반,"장애인 포함,반려동물 포함",0.122,4.7,부족,4,겨울,0.05,0.07,0.06,4.3,0.66,user_000008,2023-01-24,2023-01-24
consumption_008373,SH_005048,,relief_item_000983,1,2023-07-28,2023-08-19,22,0.05,9,0,0,51,0.06,낮음,눈,"어린이 다수,고령자 포함,반려동물 포함",0.041,3.4,적정,4,여름,0.27,0.15,0.11,3.9,0.84,user_000008,2023-08-19,2023-08-19
consumption_008374,SH_011333,incident_000223,relief_item_000459,1,2024-12-22,2025-01-06,15,0.07,5,0,0,36911,0.45,낮음,추위,어린이 다수,0.143,2.8,충분,1,겨울,0.04,0.11,0.02,2.6,0.67,user_000008,2025-01-06,2025-01-06
consumption_008375,SH_017981,,relief_item_000968,0,2019-02-10,2019-02-26,16,0.0,11,0,0,191,0.23,높음,추위,반려동물 포함,0.025,2.4,과다,3,겨울,0.36,0.22,0.09,2.7,0.91,user_000003,2019-02-26,2019-02-26
consumption_008376,SH_014861,,relief_item_000034,1,2019-07-01,2019-07-29,28,0.04,9,0,0,2894,0.63,높음,추위,"고령자 포함,어린이 다수",0.093,3.2,부족,0,여름,0.14,0.08,0.06,2.7,0.86,user_000003,2019-07-29,2019-07-29
consumption_008377,SH_022220,,relief_item_000874,2,2019-12-16,2020-01-05,20,0.1,17,0,0,939,0.55,중간,추위,"어린이 다수,고령자 포함",0.045,3.7,충분,1,겨울,0.32,0.25,0.13,3.1,0.62,user_000009,2020-01-05,2020-01-05
consumption_008378,SH_005624,,relief_item_000452,5,2023-06-06,2023-06-12,6,0.83,5,1,0,77,0.96,중간,일반,반려동물 포함,0.04,3.1,적정,4,여름,0.0,0.0,0.11,2.1,0.69,user_000008,2023-06-12,2023-06-12
consumption_008379,SH_018477,,relief_item_000540,3,2024-04-04,2024-04-20,16,0.19,12,0,0,68,0.54,중간,비,"고령자 포함,어린이 다수,장애인 포함",0.095,4.1,적정,1,봄,0.05,0.14,0.07,3.1,0.65,user_000010,2024-04-20,2024-04-20
consumption_008380,SH_003233,,relief_item_000858,7,2020-06-27,2020-07-27,30,0.23,23,0,0,2488,0.09,중간,추위,"반려동물 포함,어린이 다수",0.044,2.9,부족,5,여름,0.14,0.21,0.06,3.3,0.65,user_000010,2020-07-27,2020-07-27
consumption_008381,SH_018618,,relief_item_000901,3,2022-10-22,2022-10-30,8,0.38,8,0,0,4556,0.76,낮음,더위,장애인 포함,0.091,2.8,부족,3,가을,0.11,0.08,0.13,4.5,0.76,user_000007,2022-10-30,2022-10-30
consumption_008382,SH_005980,,relief_item_000416,1,2016-09-08,2016-09-09,1,1.0,1,1,0,516,0.86,중간,비,"어린이 다수,고령자 포함,장애인 포함",0.139,5.0,부족,0,가을,0.11,0.16,0.05,3.7,0.85,user_000004,2016-09-09,2016-09-09
consumption_008383,SH_006047,,relief_item_000514,16,2016-11-08,2016-12-04,26,0.62,15,1,2,6741,0.99,높음,눈,"어린이 다수,장애인 포함,반려동물 포함",0.07,3.6,부족,3,가을,0.12,0.3,0.11,2.1,0.62,user_000010,2016-12-04,2016-12-04
consumption_008384,SH_022410,incident_000658,relief_item_000938,2,2025-06-28,2025-07-21,23,0.09,19,0,0,3409,0.66,낮음,비,어린이 다수,0.053,2.8,부족,4,여름,0.06,0.26,0.04,5.0,0.65,user_000009,2025-07-21,2025-07-21
consumption_008385,SH_021202,,relief_item_000229,15,2022-12-24,2023-01-10,17,0.88,1,1,1,57682,0.91,높음,일반,어린이 다수,0.047,2.2,적정,3,겨울,0.23,0.06,0.08,3.7,0.69,user_000003,2023-01-10,2023-01-10
consumption_008386,SH_010656,,relief_item_000840,1,2016-09-24,2016-10-01,7,0.14,3,0,0,5416,0.72,중간,추위,"장애인 포함,고령자 포함",0.139,3.5,충분,2,가을,0.03,0.0,0.14,4.2,0.65,user_000002,2016-10-01,2016-10-01
consumption_008387,SH_018894,,relief_item_000156,14,2022-06-25,2022-06-26,1,14.0,1,23,0,1348,0.26,낮음,추위,"반려동물 포함,장애인 포함,어린이 다수",0.121,4.0,충분,4,여름,0.22,0.22,0.08,3.2,0.69,user_000009,2022-06-26,2022-06-26
consumption_008388,SH_019192,,relief_item_000195,7,2018-05-19,2018-05-22,3,2.33,2,3,1,985,0.9,중간,비,고령자 포함,0.097,3.6,과다,0,봄,0.31,0.18,0.04,3.6,0.71,user_000005,2018-05-22,2018-05-22
consumption_008389,SH_013803,,relief_item_000548,20,2016-06-04,2016-06-08,4,5.0,1,10,0,1083,0.2,낮음,비,"어린이 다수,고령자 포함",0.069,3.0,적정,5,여름,0.37,0.11,0.04,4.6,0.97,user_000010,2016-06-08,2016-06-08
consumption_008390,SH_000339,,relief_item_000757,7,2021-09-23,2021-10-16,23,0.3,6,0,0,380,0.44,낮음,추위,"고령자 포함,장애인 포함,어린이 다수",0.147,4.1,부족,5,가을,0.09,0.14,0.12,2.8,0.69,user_000002,2021-10-16,2021-10-16
consumption_008391,SH_016622,incident_000246,relief_item_000522,1,2016-05-26,2016-06-05,10,0.1,8,0,0,5917,0.19,높음,비,어린이 다수,0.121,4.8,충분,2,봄,0.31,0.18,0.08,3.2,0.69,user_000001,2016-06-05,2016-06-05
consumption_008392,SH_018152,incident_000608,relief_item_000320,16,2017-02-06,2017-02-18,12,1.33,8,1,2,27,0.23,높음,일반,"고령자 포함,반려동물 포함",0.052,4.6,적정,4,겨울,0.12,0.25,0.07,3.6,0.78,user_000006,2017-02-18,2017-02-18
consumption_008393,SH_014902,,relief_item_000079,8,2016-03-18,2016-04-11,24,0.33,8,0,0,12,0.2,낮음,일반,"장애인 포함,어린이 다수,고령자 포함",0.028,3.1,적정,2,봄,0.06,0.15,0.07,2.4,0.82,user_000008,2016-04-11,2016-04-11
consumption_008394,SH_000332,,relief_item_000377,1,2019-06-27,2019-07-25,28,0.04,12,0,0,3236,0.56,낮음,눈,"장애인 포함,어린이 다수,고령자 포함",0.13,2.4,과다,4,여름,0.11,0.03,0.06,4.2,0.85,user_000002,2019-07-25,2019-07-25
consumption_008395,SH_003742,incident_000104,relief_item_000438,4,2019-01-25,2019-02-07,13,0.31,3,0,1,42,0.6,높음,더위,장애인 포함,0.053,3.5,적정,5,겨울,0.31,0.12,0.04,3.0,0.69,user_000008,2019-02-07,2019-02-07
consumption_008396,SH_021079,,relief_item_000974,5,2025-07-04,2025-07-24,20,0.25,10,0,1,27438,0.7,높음,눈,"반려동물 포함,어린이 다수",0.065,2.6,충분,3,여름,0.14,0.07,0.04,2.8,0.69,user_000004,2025-07-24,2025-07-24
consumption_008397,SH_012587,incident_000993,relief_item_000294,6,2024-03-31,2024-04-10,10,0.6,2,0,1,1411,0.15,중간,더위,"장애인 포함,반려동물 포함,고령자 포함",0.095,2.9,충분,4,봄,0.07,0.29,0.04,2.1,0.96,user_000004,2024-04-10,2024-04-10
consumption_008398,SH_001915,,relief_item_000598,0,2023-05-19,2023-06-04,16,0.0,1,0,0,20,1.0,낮음,눈,어린이 다수,0.051,4.2,적정,0,봄,0.35,0.28,0.12,4.0,0.92,user_000009,2023-06-04,2023-06-04
consumption_008399,SH_000691,,relief_item_000453,3,2017-07-26,2017-08-01,6,0.5,2,0,0,717,0.09,중간,일반,"장애인 포함,반려동물 포함",0.09,4.8,과다,5,여름,0.1,0.29,0.06,4.2,0.8,user_000008,2017-08-01,2017-08-01
consumption_008400,SH_014856,incident_000837,relief_item_000144,1,2021-12-28,2022-01-11,14,0.07,2,0,0,13853,0.14,중간,더위,"고령자 포함,장애인 포함",0.113,2.7,적정,1,겨울,0.37,0.04,0.05,2.6,0.61,user_000010,2022-01-11,2022-01-11
consumption_008401,SH_004135,,relief_item_000650,3,2024-01-22,2024-02-19,28,0.11,20,0,0,65,0.68,중간,일반,"장애인 포함,어린이 다수",0.017,3.5,과다,3,겨울,0.28,0.16,0.15,3.1,0.88,user_000006,2024-02-19,2024-02-19
consumption_008402,SH_007788,incident_000913,relief_item_000180,1,2024-02-17,2024-03-01,13,0.08,10,0,0,299,0.73,중간,일반,어린이 다수,0.009,3.1,부족,1,겨울,0.39,0.25,0.1,2.4,0.64,user_000005,2024-03-01,2024-03-01
consumption_008403,SH_006102,incident_000051,relief_item_000663,11,2019-01-05,2019-02-02,28,0.39,18,0,1,1567,0.87,중간,눈,"반려동물 포함,고령자 포함",0.051,4.9,충분,2,겨울,0.2,0.13,0.06,4.9,0.93,user_000009,2019-02-02,2019-02-02
consumption_008404,SH_018939,incident_000025,relief_item_000899,3,2017-04-08,2017-04-15,7,0.43,6,0,0,53,0.76,낮음,더위,"어린이 다수,장애인 포함",0.026,2.4,과다,4,봄,0.25,0.06,0.13,2.0,0.62,user_000002,2017-04-15,2017-04-15
consumption_008405,SH_009966,incident_000492,relief_item_000200,13,2018-12-07,2018-12-19,12,1.08,11,1,1,21,0.42,낮음,비,장애인 포함,0.066,3.5,과다,0,겨울,0.09,0.05,0.09,4.8,0.71,user_000006,2018-12-19,2018-12-19
consumption_008406,SH_017424,,relief_item_000066,1,2024-11-05,2024-12-02,27,0.04,16,0,0,28184,0.97,높음,비,"반려동물 포함,어린이 다수,고령자 포함",0.014,3.4,과다,2,가을,0.03,0.02,0.14,3.7,0.76,user_000008,2024-12-02,2024-12-02
consumption_008407,SH_020409,incident_000087,relief_item_000400,12,2016-03-25,2016-04-13,19,0.63,8,1,1,212,0.49,높음,비,고령자 포함,0.023,4.3,적정,5,봄,0.33,0.14,0.02,4.2,0.82,user_000008,2016-04-13,2016-04-13
consumption_008408,SH_007337,incident_000631,relief_item_000284,2,2020-06-13,2020-07-08,25,0.08,9,0,0,12743,0.32,중간,더위,"반려동물 포함,장애인 포함,어린이 다수",0.115,4.7,부족,5,여름,0.14,0.23,0.06,3.9,0.84,user_000002,2020-07-08,2020-07-08
consumption_008409,SH_000196,,relief_item_000846,23,2025-04-09,2025-04-30,21,1.1,11,2,0,51,0.2,낮음,추위,장애인 포함,0.033,4.0,적정,5,봄,0.29,0.11,0.02,3.3,0.66,user_000005,2025-04-30,2025-04-30
consumption_008410,SH_006552,incident_000269,relief_item_000186,0,2017-10-26,2017-11-22,27,0.0,27,0,0,2254,0.78,낮음,비,"장애인 포함,고령자 포함,반려동물 포함",0.061,3.7,적정,5,가을,0.37,0.21,0.04,5.0,0.97,user_000001,2017-11-22,2017-11-22
consumption_008411,SH_000412,incident_000145,relief_item_000036,0,2020-02-13,2020-03-08,24,0.0,24,0,0,6736,0.4,중간,비,어린이 다수,0.085,2.4,부족,5,겨울,0.16,0.12,0.05,4.5,0.84,user_000002,2020-03-08,2020-03-08
consumption_008412,SH_000500,,relief_item_000651,3,2016-04-09,2016-04-30,21,0.14,11,0,0,9537,0.96,중간,일반,어린이 다수,0.08,3.7,적정,0,봄,0.09,0.17,0.09,3.1,0.91,user_000004,2016-04-30,2016-04-30
consumption_008413,SH_020123,incident_000676,relief_item_000559,3,2021-08-20,2021-09-16,27,0.11,13,0,0,734,0.95,중간,더위,"반려동물 포함,어린이 다수",0.127,2.3,과다,0,여름,0.36,0.18,0.02,4.4,0.82,user_000007,2021-09-16,2021-09-16
consumption_008414,SH_016276,incident_000257,relief_item_000102,2,2024-12-01,2024-12-27,26,0.08,16,0,0,263,0.53,중간,비,고령자 포함,0.097,4.7,적정,5,겨울,0.19,0.0,0.14,3.1,0.88,user_000002,2024-12-27,2024-12-27
consumption_008415,SH_000500,,relief_item_000651,1,2020-10-19,2020-10-30,11,0.09,4,0,0,4080,0.41,중간,일반,반려동물 포함,0.039,2.3,부족,4,가을,0.4,0.03,0.09,4.1,0.79,user_000004,2020-10-30,2020-10-30
consumption_008416,SH_020673,,relief_item_000730,2,2021-07-30,2021-08-09,10,0.2,3,0,0,225,0.17,높음,눈,장애인 포함,0.114,4.8,부족,5,여름,0.13,0.08,0.05,4.3,0.83,user_000007,2021-08-09,2021-08-09
consumption_008417,SH_013650,,relief_item_000921,0,2021-08-16,2021-08-17,1,0.0,1,0,0,25,0.25,낮음,눈,"어린이 다수,반려동물 포함",0.073,4.3,적정,5,여름,0.09,0.01,0.03,4.2,0.94,user_000002,2021-08-17,2021-08-17
consumption_008418,SH_013087,,relief_item_000108,0,2019-06-18,2019-06-29,11,0.0,7,0,0,6868,0.76,중간,추위,장애인 포함,0.118,4.1,충분,4,여름,0.14,0.17,0.0,4.1,0.63,user_000009,2019-06-29,2019-06-29
consumption_008419,SH_014519,,relief_item_000821,3,2019-04-06,2019-04-19,13,0.23,9,0,0,16818,0.6,낮음,눈,"어린이 다수,고령자 포함,장애인 포함",0.043,3.4,적정,2,봄,0.06,0.2,0.13,2.6,0.61,user_000002,2019-04-19,2019-04-19
consumption_008420,SH_019747,incident_000143,relief_item_000103,2,2018-06-27,2018-06-29,2,1.0,1,2,0,116,0.53,높음,비,"어린이 다수,반려동물 포함",0.065,4.8,부족,0,여름,0.31,0.07,0.11,3.0,0.71,user_000001,2018-06-29,2018-06-29
consumption_008421,SH_001324,,relief_item_000273,0,2020-04-03,2020-04-07,4,0.0,2,0,0,1770,0.5,낮음,비,반려동물 포함,0.111,4.3,과다,4,봄,0.23,0.04,0.06,2.8,0.77,user_000002,2020-04-07,2020-04-07
consumption_008422,SH_002027,,relief_item_000661,1,2018-07-29,2018-08-27,29,0.03,19,0,0,245,0.98,중간,추위,"어린이 다수,장애인 포함",0.08,4.4,과다,0,여름,0.32,0.23,0.0,2.0,0.66,user_000006,2018-08-27,2018-08-27
consumption_008423,SH_015093,,relief_item_000563,6,2019-09-10,2019-10-03,23,0.26,3,0,1,102,0.39,낮음,눈,장애인 포함,0.1,2.3,충분,3,가을,0.29,0.25,0.04,2.5,0.74,user_000009,2019-10-03,2019-10-03
consumption_008424,SH_011792,incident_000303,relief_item_000075,5,2022-12-18,2022-12-26,8,0.62,5,1,1,1954,0.78,높음,비,"반려동물 포함,고령자 포함,어린이 다수",0.079,4.7,충분,4,겨울,0.4,0.17,0.04,4.1,0.9,user_000005,2022-12-26,2022-12-26
consumption_008425,SH_006475,,relief_item_000864,2,2020-06-28,2020-07-14,16,0.12,3,0,0,3684,0.77,중간,추위,"어린이 다수,장애인 포함",0.003,3.8,충분,2,여름,0.33,0.24,0.04,3.3,0.86,user_000002,2020-07-14,2020-07-14
consumption_008426,SH_010219,incident_000965,relief_item_000093,3,2019-01-11,2019-02-01,21,0.14,6,0,0,48,0.89,중간,비,"어린이 다수,장애인 포함",0.074,2.0,충분,3,겨울,0.17,0.07,0.07,2.2,0.77,user_000004,2019-02-01,2019-02-01
consumption_008427,SH_003778,incident_000392,relief_item_000596,27,2018-05-24,2018-06-04,11,2.45,4,4,5,37637,0.81,높음,일반,고령자 포함,0.084,4.0,과다,0,봄,0.35,0.11,0.08,2.7,0.94,user_000006,2018-06-04,2018-06-04
consumption_008428,SH_016739,,relief_item_000536,3,2021-11-15,2021-12-10,25,0.12,21,0,0,67,0.99,중간,비,반려동물 포함,0.01,3.1,충분,1,가을,0.27,0.1,0.05,2.9,0.61,user_000007,2021-12-10,2021-12-10
consumption_008429,SH_017282,incident_000439,relief_item_000112,4,2018-12-01,2018-12-10,9,0.44,3,0,0,1907,0.69,높음,추위,"어린이 다수,고령자 포함",0.09,3.1,충분,0,겨울,0.13,0.02,0.09,4.5,0.92,user_000005,2018-12-10,2018-12-10
consumption_008430,SH_017481,incident_000328,relief_item_000387,2,2022-11-27,2022-12-21,24,0.08,21,0,0,62,0.31,높음,일반,"고령자 포함,어린이 다수",0.059,2.5,과다,3,가을,0.24,0.12,0.0,3.9,0.72,user_000010,2022-12-21,2022-12-21
consumption_008431,SH_015132,incident_000002,relief_item_000106,5,2023-09-18,2023-09-26,8,0.62,7,0,0,3781,0.86,중간,눈,장애인 포함,0.136,3.8,부족,5,가을,0.11,0.28,0.08,3.9,0.84,user_000009,2023-09-26,2023-09-26
consumption_008432,SH_013615,incident_000074,relief_item_000451,3,2019-05-25,2019-06-08,14,0.21,8,0,0,229,0.42,높음,추위,"반려동물 포함,고령자 포함,어린이 다수",0.11,2.7,부족,4,봄,0.16,0.27,0.05,3.8,0.65,user_000009,2019-06-08,2019-06-08
consumption_008433,SH_008234,,relief_item_000357,2,2021-09-02,2021-09-06,4,0.5,3,0,0,1321,0.38,낮음,더위,"고령자 포함,반려동물 포함,장애인 포함",0.123,4.1,충분,0,가을,0.13,0.08,0.12,4.9,0.8,user_000002,2021-09-06,2021-09-06
consumption_008434,SH_013633,incident_000074,relief_item_000280,4,2019-05-29,2019-06-27,29,0.14,18,0,1,291,0.57,중간,추위,"반려동물 포함,장애인 포함",0.086,5.0,적정,5,봄,0.23,0.29,0.15,4.8,0.81,user_000007,2019-06-27,2019-06-27
consumption_008435,SH_017389,,relief_item_000768,4,2018-03-04,2018-03-27,23,0.17,12,0,0,1508,0.99,낮음,일반,어린이 다수,0.052,2.8,충분,3,봄,0.18,0.04,0.01,2.3,0.64,user_000010,2018-03-27,2018-03-27
consumption_008436,SH_002838,,relief_item_000484,3,2018-03-29,2018-04-11,13,0.23,13,0,0,188,0.72,높음,추위,"어린이 다수,고령자 포함,반려동물 포함",0.11,4.0,부족,2,봄,0.12,0.27,0.0,4.8,0.99,user_000010,2018-04-11,2018-04-11
consumption_008437,SH_014563,,relief_item_000885,0,2019-05-24,2019-06-09,16,0.0,13,0,0,2559,0.44,높음,일반,반려동물 포함,0.1,2.8,충분,0,봄,0.01,0.04,0.08,2.3,0.63,user_000010,2019-06-09,2019-06-09
consumption_008438,SH_012035,,relief_item_000557,1,2015-10-03,2015-10-19,16,0.06,12,0,0,102,0.04,낮음,일반,장애인 포함,0.121,4.9,과다,2,가을,0.27,0.04,0.03,4.0,0.79,user_000008,2015-10-19,2015-10-19
consumption_008439,SH_006047,,relief_item_000514,20,2025-01-11,2025-02-09,29,0.69,27,1,0,1109,0.16,높음,비,"반려동물 포함,어린이 다수,고령자 포함",0.117,3.4,적정,5,겨울,0.23,0.17,0.01,2.6,0.89,user_000010,2025-02-09,2025-02-09
consumption_008440,SH_007214,,relief_item_000836,3,2015-09-18,2015-10-16,28,0.11,22,0,0,733,0.43,중간,비,"장애인 포함,고령자 포함,어린이 다수",0.112,3.4,과다,4,가을,0.12,0.28,0.01,4.2,0.82,user_000005,2015-10-16,2015-10-16
consumption_008441,SH_000105,,relief_item_000941,1,2017-02-05,2017-02-24,19,0.05,16,0,0,130,0.2,낮음,비,"고령자 포함,장애인 포함,어린이 다수",0.117,3.9,부족,5,겨울,0.36,0.23,0.08,2.3,0.99,user_000001,2017-02-24,2017-02-24
consumption_008442,SH_006047,,relief_item_000514,15,2021-09-01,2021-09-30,29,0.52,21,1,1,1074,0.16,중간,일반,"반려동물 포함,고령자 포함",0.112,2.6,충분,3,가을,0.19,0.04,0.13,4.5,0.95,user_000010,2021-09-30,2021-09-30
consumption_008443,SH_001582,incident_000719,relief_item_000338,2,2018-12-29,2019-01-23,25,0.08,21,0,0,3035,0.79,낮음,추위,"어린이 다수,반려동물 포함,고령자 포함",0.088,4.0,과다,1,겨울,0.01,0.07,0.07,2.6,0.75,user_000010,2019-01-23,2019-01-23
consumption_008444,SH_020627,incident_000010,relief_item_000968,0,2024-05-12,2024-05-15,3,0.0,3,0,0,1560,0.26,낮음,더위,"장애인 포함,어린이 다수,반려동물 포함",0.072,4.2,부족,3,봄,0.23,0.23,0.03,3.5,0.9,user_000008,2024-05-15,2024-05-15
consumption_008445,SH_011813,incident_000712,relief_item_000424,1,2018-10-27,2018-11-26,30,0.03,5,0,0,2820,0.46,높음,일반,"장애인 포함,어린이 다수,고령자 포함",0.077,3.0,부족,4,가을,0.08,0.01,0.03,5.0,0.85,user_000008,2018-11-26,2018-11-26
consumption_008446,SH_020768,,relief_item_000498,1,2016-04-04,2016-04-30,26,0.04,26,0,0,9795,0.53,높음,일반,"반려동물 포함,어린이 다수,고령자 포함",0.009,2.8,충분,3,봄,0.07,0.22,0.13,3.3,0.77,user_000005,2016-04-30,2016-04-30
consumption_008447,SH_010156,,relief_item_000602,2,2016-03-09,2016-03-18,9,0.22,9,0,0,2174,0.41,낮음,눈,"고령자 포함,장애인 포함,어린이 다수",0.144,2.5,충분,2,봄,0.08,0.24,0.1,2.5,0.98,user_000008,2016-03-18,2016-03-18
consumption_008448,SH_018509,,relief_item_000419,1,2017-11-27,2017-12-22,25,0.04,17,0,0,1030,0.67,중간,추위,"반려동물 포함,장애인 포함,고령자 포함",0.032,3.2,충분,3,가을,0.22,0.29,0.14,4.2,0.62,user_000006,2017-12-22,2017-12-22
consumption_008449,SH_000044,,relief_item_000509,8,2020-02-13,2020-03-09,25,0.32,10,0,1,5621,0.77,중간,비,"어린이 다수,반려동물 포함",0.066,3.5,과다,1,겨울,0.35,0.27,0.11,4.4,0.73,user_000006,2020-03-09,2020-03-09
consumption_008450,SH_020556,incident_000102,relief_item_000106,7,2020-11-15,2020-11-28,13,0.54,6,0,0,172,0.52,중간,비,"어린이 다수,반려동물 포함",0.059,3.2,부족,4,가을,0.38,0.14,0.06,4.8,0.65,user_000002,2020-11-28,2020-11-28
consumption_008451,SH_008169,,relief_item_000768,1,2025-08-09,2025-08-18,9,0.11,7,0,0,79,0.33,중간,일반,"어린이 다수,장애인 포함,반려동물 포함",0.002,4.2,과다,5,여름,0.22,0.04,0.01,2.4,0.96,user_000006,2025-08-18,2025-08-18
consumption_008452,SH_001615,,relief_item_000037,0,2023-09-14,2023-10-12,28,0.0,8,0,0,37,0.07,낮음,일반,장애인 포함,0.01,2.7,부족,0,가을,0.21,0.08,0.09,4.1,0.61,user_000007,2023-10-12,2023-10-12
consumption_008453,SH_021571,incident_000766,relief_item_000037,7,2019-05-20,2019-06-15,26,0.27,15,0,1,43,0.51,높음,눈,고령자 포함,0.022,4.1,충분,3,봄,0.18,0.17,0.02,4.3,0.78,user_000003,2019-06-15,2019-06-15
consumption_008454,SH_006365,,relief_item_000103,2,2016-06-28,2016-07-06,8,0.25,7,0,0,225,0.7,높음,눈,고령자 포함,0.083,4.0,부족,4,여름,0.02,0.08,0.07,4.9,0.63,user_000006,2016-07-06,2016-07-06
consumption_008455,SH_014668,,relief_item_000294,0,2019-02-21,2019-03-21,28,0.0,19,0,0,18813,0.88,낮음,비,장애인 포함,0.137,3.7,충분,2,겨울,0.03,0.26,0.03,3.1,0.73,user_000006,2019-03-21,2019-03-21
consumption_008456,SH_003881,incident_000904,relief_item_000748,3,2023-05-10,2023-05-12,2,1.5,2,3,0,59,0.37,높음,일반,반려동물 포함,0.064,2.7,과다,3,봄,0.22,0.01,0.15,4.9,0.63,user_000010,2023-05-12,2023-05-12
consumption_008457,SH_007256,incident_000832,relief_item_000798,6,2022-03-11,2022-03-26,15,0.4,2,0,1,93641,0.64,낮음,비,"어린이 다수,장애인 포함",0.112,2.8,부족,5,봄,0.36,0.28,0.05,2.4,0.96,user_000008,2022-03-26,2022-03-26
consumption_008458,SH_013582,incident_000316,relief_item_000805,1,2019-10-11,2019-10-14,3,0.33,2,0,0,2621,0.99,높음,눈,"장애인 포함,고령자 포함,어린이 다수",0.087,4.9,부족,1,가을,0.35,0.28,0.05,2.1,0.86,user_000006,2019-10-14,2019-10-14
